MS SubClass,Lot Frontage,Lot Area,HouseStyle_MedianPrice,BldgType_MedianPrice,Neighborhood_MedianPrice,Combo_PriceMean,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Mo Sold,Yr Sold,hasPool,FireplaceQu_Ex,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_None,FireplaceQu_Po,FireplaceQu_TA,Paved_Street,Fence_Quality,MasVnr_Quality,Garage_Age,GarageFinish_encoded,Garage_Cond,Garage_Qual,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,Has_Good_BsmtFin1,Has_Good_BsmtFin2,Has_Iregular_Lot_Shape,Land_Contour,GoodCond1,BadCond1,Central_Air,Kitchen_Qual,PavedDrive_Full,PavedDrive_Partial,Heating_QC,Heating_GasA,Exter_Qual,Exter_Cond,Functional_Encoded,SaleType_Best,SaleType_Good,SaleType_Average,SaleType_Low,SaleCond_High,SaleCond_Typical,SaleCond_Low
0.2352941176470588,0.18493150684931503,0.04066465680431886,0.9382716049382713,0.7402597402597402,0.41061755146262197,0.33333333333333337,0.5555555555555556,0.5,0.8768115942028984,0.7333333333333343,0.0,0.0,0.0,0.3266267123287671,0.12487725040916531,1.0,0.0984396512161542,0.4319612590799031,0.0,0.24886963074604374,0.0,0.0,0.5,0.5,0.375,0.3333333333333333,0.41666666666666663,0.25,0.4,0.2956989247311828,0.11025280898876404,0.11320754716981132,0.0,0.0,0.0,0.2727272727272727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.14782608695652175,1.0,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0.25,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.5,1.0,0.0,0.75,1.0,0.3333333333333333,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.14726027397260272,0.03122297786814368,0.5185185185185184,0.7402597402597402,0.41061755146262197,0.30794927536231886,0.5555555555555556,0.75,0.8695652173913047,0.9500000000000028,0.0,0.16566265060240964,0.0,0.0997431506849315,0.19116202945990182,1.0,0.19573198715006881,0.0,0.0,0.1607008289374529,0.3333333333333333,0.0,0.5,0.0,0.375,0.3333333333333333,0.33333333333333337,0.0,0.4,0.28225806451612906,0.33918539325842695,0.02830188679245283,0.0,0.0,0.0,0.1818181818181818,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.1565217391304348,1.0,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0.25,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,0.3333333333333333,0.75,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.2352941176470588,0.14383561643835613,0.033195447428077306,0.9382716049382713,0.7402597402597402,0.41061755146262197,0.33333333333333337,0.5555555555555556,0.5,0.9130434782608692,0.7999999999999972,0.0,0.0,0.0,0.3377568493150685,0.12913256955810148,1.0,0.1044056906837999,0.3273607748184019,0.0,0.2130746043707611,0.0,0.0,0.5,0.5,0.375,0.3333333333333333,0.41666666666666663,0.25,0.4,0.2641129032258065,0.0,0.10107816711590296,0.0,0.0,0.0,0.36363636363636365,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10434782608695653,1.0,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0.25,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.5,1.0,0.0,0.75,1.0,0.3333333333333333,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.2191780821917808,0.04148729813737175,0.5185185185185184,0.7402597402597402,0.41061755146262197,0.30794927536231886,0.6666666666666665,0.5,0.8550724637681171,0.6666666666666643,0.0,0.1128632175761871,0.0,0.2838184931506849,0.21276595744680854,1.0,0.23106929784304728,0.0,0.0,0.18971363978899775,0.3333333333333333,0.0,0.25,0.5,0.25,0.3333333333333333,0.24999999999999997,0.25,0.4,0.34005376344086025,0.1348314606741573,0.0,0.0,0.0,0.0,0.09090909090909091,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.17391304347826086,0.3333333333333333,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.75,1.0,0.0,0.75,1.0,0.3333333333333333,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.588235294117647,0.13356164383561642,0.02580102362756783,0.5185185185185184,1.0,1.0000000000000002,0.41159420289855075,0.7777777777777777,0.5,0.8188405797101446,0.5833333333333357,0.0,0.06520198440822113,0.7339449541284404,0.0,0.2435351882160393,1.0,0.26801284993116103,0.0,0.0,0.22004521477015826,0.3333333333333333,0.0,0.25,0.5,0.125,0.3333333333333333,0.16666666666666666,0.0,0.4,0.3548387096774194,0.0,0.07277628032345014,0.0,0.0,0.24305555555555555,0.4545454545454545,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.21739130434782608,0.6666666666666666,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0.75,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.75,1.0,0.0,0.5,1.0,0.6666666666666667,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.2352941176470588,0.08904109589041094,0.24400663721984622,0.9382716049382713,0.7402597402597402,1.0000000000000002,0.9599391304347826,0.7777777777777777,0.5,0.9492753623188417,0.8833333333333329,0.376875,0.2508858965272856,0.0,0.10017123287671233,0.2700490998363339,1.0,0.3111519045433685,0.7694915254237288,0.0,0.5548229088168801,0.3333333333333333,0.0,0.75,0.5,0.5,0.3333333333333333,0.8333333333333334,0.25,0.6000000000000001,0.5651881720430108,0.3532303370786517,0.04851752021563342,0.0,0.0,0.3645833333333333,0.4545454545454545,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.06086956521739131,1.0,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.6666666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.17647058823529413,0.44863013698630133,0.05063918296758513,0.20586419753086416,0.7402597402597402,0.41061755146262197,0.27246376811594203,0.7777777777777777,0.75,0.8405797101449277,0.9166666666666643,0.0,0.07565556343019135,0.0,0.05650684931506849,0.09148936170212767,1.0,0.17117944011014227,0.3254237288135593,0.0,0.2671439336850038,0.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.5,0.0,0.4,0.3306451612903226,0.22823033707865167,0.016172506738544475,0.0,0.0,0.0,0.4545454545454545,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.19130434782608696,0.6666666666666666,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0.75,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.75,1.0,0.6666666666666667,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.22945205479452052,0.04718035008997639,0.5185185185185184,0.7402597402597402,1.0000000000000002,0.9188405797101449,0.8888888888888888,0.125,1.0,1.0,0.21875,0.2560240963855422,0.0,0.1759417808219178,0.3037643207855974,1.0,0.3492427719137219,0.0,0.0,0.2867370007535795,0.3333333333333333,0.0,0.25,0.5,0.125,0.3333333333333333,0.5,0.25,0.6000000000000001,0.560483870967742,0.07935393258426966,0.0,0.0,0.0,0.0,0.4545454545454545,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6000000000000001,0.6000000000000001,1.0,0.6000000000000001,0.75,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6666666666666667,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.40753424657534243,0.08337656874430344,0.5185185185185184,0.7402597402597402,0.41061755146262197,0.30794927536231886,0.3333333333333333,0.5,0.5724637681159432,0.01666666666666572,0.0,0.021261516654854713,0.0,0.3184931506849315,0.14140752864157122,1.0,0.1216154199173933,0.0,0.0,0.0998492840994725,0.0,0.0,0.25,0.0,0.25,0.3333333333333333,0.16666666666666666,0.0,0.4,0.2688172043010753,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5130434782608696,0.3333333333333333,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.25,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.2191780821917808,0.055504919488653624,0.5185185185185184,0.7402597402597402,0.4019501625135428,0.3057971014492753,0.5555555555555556,0.625,0.7681159420289863,0.6333333333333329,0.074375,0.13997165131112688,0.10681520314547838,0.2521404109589041,0.2523731587561375,1.0,0.39903625516291874,0.0,0.0,0.3276186887716654,0.3333333333333333,0.0,0.5,0.0,0.375,0.3333333333333333,0.41666666666666663,0.5,0.4,0.3360215053763441,0.24508426966292135,0.0,0.0,0.0,0.0,0.09090909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,1.0,0.2782608695652174,0.3333333333333333,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0.25,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.5,1.0,0.0,0.5,1.0,0.3333333333333333,0.5,0.6666666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.2876712328767123,0.048849003248498446,0.5185185185185184,0.7402597402597402,0.4019501625135428,0.3057971014492753,0.5555555555555556,0.625,0.7608695652173925,0.45000000000000284,0.3,0.12491141034727145,0.0,0.48758561643835613,0.30180032733224227,1.0,0.3464892152363469,0.0,0.0,0.2844762622456669,0.0,0.0,0.5,0.0,0.375,0.3333333333333333,0.41666666666666663,0.25,0.4,0.36693548387096775,0.0,0.16442048517520216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.6666666666666666,0.28695652173913044,0.6666666666666666,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0.25,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.38235294117647056,0.2191780821917808,0.04358596835635327,0.37037037037037024,0.7402597402597402,0.4019501625135428,0.2898550724637681,0.6666666666666665,0.625,0.7391304347826093,0.3999999999999986,0.050625,0.15680368532955352,0.11009174311926606,0.0,0.17234042553191492,1.0,0.19251950435979806,0.0,0.0,0.15806330067822155,0.3333333333333333,0.0,0.5,0.0,0.375,0.3333333333333333,0.33333333333333337,0.5,0.4,0.3548387096774194,0.0,0.16172506738544476,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.6666666666666666,0.3130434782608696,0.6666666666666666,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.75,1.0,0.0,0.5,1.0,0.3333333333333333,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.2352941176470588,0.1763698630136986,0.02897941059618126,0.9382716049382713,0.7402597402597402,0.5947995666305526,0.5217391304347826,0.6666666666666665,0.5,0.9275362318840585,0.8333333333333357,0.0,0.09443656980864636,0.0,0.12029109589041095,0.13322422258592473,1.0,0.11014226709499769,0.41646489104116224,0.0,0.25244913338357194,0.3333333333333333,0.0,0.5,0.5,0.375,0.3333333333333333,0.41666666666666663,0.0,0.4,0.4455645161290323,0.0,0.1293800539083558,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.08695652173913043,0.6666666666666666,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0.25,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.75,1.0,0.0,1.0,1.0,0.6666666666666667,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.1780821917808219,0.04646521302203837,0.5185185185185184,0.7402597402597402,0.22426868905742153,0.2028985507246377,0.5555555555555556,0.75,0.7101449275362324,0.3333333333333357,0.1125,0.10240963855421686,0.0,0.18236301369863012,0.16432078559738136,1.0,0.15374024782010096,0.0,0.0,0.12622456669178597,0.3333333333333333,0.0,0.25,0.0,0.25,0.3333333333333333,0.24999999999999997,0.25,0.4,0.32258064516129037,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.34782608695652173,1.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.25,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.1780821917808219,0.05252284465633691,0.5185185185185184,0.7402597402597402,0.22426868905742153,0.2028985507246377,0.4444444444444445,0.625,0.7173913043478262,0.9666666666666686,0.0,0.130049610205528,0.0,0.14726027397260272,0.17643207855973814,1.0,0.17072051399724644,0.0,0.0,0.14016578749058026,0.3333333333333333,0.0,0.25,0.5,0.375,0.3333333333333333,0.33333333333333337,0.25,0.4,0.3360215053763441,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3391304347826087,1.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.25,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.1506849315068493,0.03341980415527355,0.5185185185185184,0.7402597402597402,0.22426868905742153,0.2028985507246377,0.4444444444444445,0.625,0.695652173913043,0.29999999999999716,0.0,0.13731396172927002,0.0,0.12029109589041095,0.1728314238952537,1.0,0.16567232675539237,0.0,0.0,0.13602110022607386,0.3333333333333333,0.0,0.25,0.0,0.375,0.3333333333333333,0.33333333333333337,0.25,0.2,0.20430107526881722,0.0,0.11455525606469004,0.1818181818181818,0.0,0.0,0.5454545454545454,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3652173913043478,0.3333333333333333,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.25,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.1678082191780822,0.0331860992311108,0.5185185185185184,0.7402597402597402,0.22426868905742153,0.2028985507246377,0.3333333333333333,0.5,0.7101449275362324,0.3333333333333357,0.0,0.14245216158752658,0.05111402359108781,0.0,0.14435351882160394,1.0,0.12574575493345572,0.0,0.0,0.10324039186134137,0.3333333333333333,0.0,0.25,0.0,0.25,0.3333333333333333,0.16666666666666666,0.0,0.4,0.3528225806451613,0.16853932584269662,0.0,0.0,0.0,0.0,0.2727272727272727,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.75,0.0,0.34782608695652173,1.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.25,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.5,1.0,0.0,0.5,1.0,0.3333333333333333,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.1678082191780822,0.043001706045946386,0.5185185185185184,0.7402597402597402,0.22426868905742153,0.2028985507246377,0.3333333333333333,0.5,0.7173913043478262,0.3500000000000014,0.0,0.07654145995747696,0.0,0.18493150684931506,0.14140752864157122,1.0,0.1216154199173933,0.0,0.0,0.0998492840994725,0.0,0.0,0.25,0.0,0.375,0.3333333333333333,0.24999999999999997,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.25,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.5,1.0,0.0,0.5,1.0,0.3333333333333333,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
